"Card1","Card2","Card3","Status","Matching_Attributes","Broken_Attributes","Type"
"1111","1112","1113","Set","1110",NA,"14"
"1111","1112","1121","No set",NA,"0011","-3"
"1111","1112","1122","No set",NA,"0011","-3"
"1111","1112","1123","No set",NA,"0010","-2"
"1111","1112","1131","No set",NA,"0011","-3"
"1111","1112","1132","No set",NA,"0011","-3"
"1111","1112","1133","No set",NA,"0010","-2"
"1111","1112","1211","No set",NA,"0101","-5"
"1111","1112","1212","No set",NA,"0101","-5"
"1111","1112","1213","No set",NA,"0100","-4"
"1111","1112","1221","No set",NA,"0111","-7"
"1111","1112","1222","No set",NA,"0111","-7"
"1111","1112","1223","No set",NA,"0110","-6"
"1111","1112","1231","No set",NA,"0111","-7"
"1111","1112","1232","No set",NA,"0111","-7"
"1111","1112","1233","No set",NA,"0110","-6"
"1111","1112","1311","No set",NA,"0101","-5"
"1111","1112","1312","No set",NA,"0101","-5"
"1111","1112","1313","No set",NA,"0100","-4"
"1111","1112","1321","No set",NA,"0111","-7"
"1111","1112","1322","No set",NA,"0111","-7"
"1111","1112","1323","No set",NA,"0110","-6"
"1111","1112","1331","No set",NA,"0111","-7"
"1111","1112","1332","No set",NA,"0111","-7"
"1111","1112","1333","No set",NA,"0110","-6"
"1111","1112","2111","No set",NA,"1001","-9"
"1111","1112","2112","No set",NA,"1001","-9"
"1111","1112","2113","No set",NA,"1000","-8"
"1111","1112","2121","No set",NA,"1011","-11"
"1111","1112","2122","No set",NA,"1011","-11"
"1111","1112","2123","No set",NA,"1010","-10"
"1111","1112","2131","No set",NA,"1011","-11"
"1111","1112","2132","No set",NA,"1011","-11"
"1111","1112","2133","No set",NA,"1010","-10"
"1111","1112","2211","No set",NA,"1101","-13"
"1111","1112","2212","No set",NA,"1101","-13"
"1111","1112","2213","No set",NA,"1100","-12"
"1111","1112","2221","No set",NA,"1111","-15"
"1111","1112","2222","No set",NA,"1111","-15"
"1111","1112","2223","No set",NA,"1110","-14"
"1111","1112","2231","No set",NA,"1111","-15"
"1111","1112","2232","No set",NA,"1111","-15"
"1111","1112","2233","No set",NA,"1110","-14"
"1111","1112","2311","No set",NA,"1101","-13"
"1111","1112","2312","No set",NA,"1101","-13"
"1111","1112","2313","No set",NA,"1100","-12"
"1111","1112","2321","No set",NA,"1111","-15"
"1111","1112","2322","No set",NA,"1111","-15"
"1111","1112","2323","No set",NA,"1110","-14"
"1111","1112","2331","No set",NA,"1111","-15"
"1111","1112","2332","No set",NA,"1111","-15"
"1111","1112","2333","No set",NA,"1110","-14"
"1111","1112","3111","No set",NA,"1001","-9"
"1111","1112","3112","No set",NA,"1001","-9"
"1111","1112","3113","No set",NA,"1000","-8"
"1111","1112","3121","No set",NA,"1011","-11"
"1111","1112","3122","No set",NA,"1011","-11"
"1111","1112","3123","No set",NA,"1010","-10"
"1111","1112","3131","No set",NA,"1011","-11"
"1111","1112","3132","No set",NA,"1011","-11"
"1111","1112","3133","No set",NA,"1010","-10"
"1111","1112","3211","No set",NA,"1101","-13"
"1111","1112","3212","No set",NA,"1101","-13"
"1111","1112","3213","No set",NA,"1100","-12"
"1111","1112","3221","No set",NA,"1111","-15"
"1111","1112","3222","No set",NA,"1111","-15"
"1111","1112","3223","No set",NA,"1110","-14"
"1111","1112","3231","No set",NA,"1111","-15"
"1111","1112","3232","No set",NA,"1111","-15"
"1111","1112","3233","No set",NA,"1110","-14"
"1111","1112","3311","No set",NA,"1101","-13"
"1111","1112","3312","No set",NA,"1101","-13"
"1111","1112","3313","No set",NA,"1100","-12"
"1111","1112","3321","No set",NA,"1111","-15"
"1111","1112","3322","No set",NA,"1111","-15"
"1111","1112","3323","No set",NA,"1110","-14"
"1111","1112","3331","No set",NA,"1111","-15"
"1111","1112","3332","No set",NA,"1111","-15"
"1111","1112","3333","No set",NA,"1110","-14"
"1111","1113","1121","No set",NA,"0011","-3"
"1111","1113","1122","No set",NA,"0010","-2"
"1111","1113","1123","No set",NA,"0011","-3"
"1111","1113","1131","No set",NA,"0011","-3"
"1111","1113","1132","No set",NA,"0010","-2"
"1111","1113","1133","No set",NA,"0011","-3"
"1111","1113","1211","No set",NA,"0101","-5"
"1111","1113","1212","No set",NA,"0100","-4"
"1111","1113","1213","No set",NA,"0101","-5"
"1111","1113","1221","No set",NA,"0111","-7"
"1111","1113","1222","No set",NA,"0110","-6"
"1111","1113","1223","No set",NA,"0111","-7"
"1111","1113","1231","No set",NA,"0111","-7"
"1111","1113","1232","No set",NA,"0110","-6"
"1111","1113","1233","No set",NA,"0111","-7"
"1111","1113","1311","No set",NA,"0101","-5"
"1111","1113","1312","No set",NA,"0100","-4"
"1111","1113","1313","No set",NA,"0101","-5"
"1111","1113","1321","No set",NA,"0111","-7"
"1111","1113","1322","No set",NA,"0110","-6"
"1111","1113","1323","No set",NA,"0111","-7"
"1111","1113","1331","No set",NA,"0111","-7"
"1111","1113","1332","No set",NA,"0110","-6"
"1111","1113","1333","No set",NA,"0111","-7"
"1111","1113","2111","No set",NA,"1001","-9"
"1111","1113","2112","No set",NA,"1000","-8"
"1111","1113","2113","No set",NA,"1001","-9"
"1111","1113","2121","No set",NA,"1011","-11"
"1111","1113","2122","No set",NA,"1010","-10"
"1111","1113","2123","No set",NA,"1011","-11"
"1111","1113","2131","No set",NA,"1011","-11"
"1111","1113","2132","No set",NA,"1010","-10"
"1111","1113","2133","No set",NA,"1011","-11"
"1111","1113","2211","No set",NA,"1101","-13"
"1111","1113","2212","No set",NA,"1100","-12"
"1111","1113","2213","No set",NA,"1101","-13"
"1111","1113","2221","No set",NA,"1111","-15"
"1111","1113","2222","No set",NA,"1110","-14"
"1111","1113","2223","No set",NA,"1111","-15"
"1111","1113","2231","No set",NA,"1111","-15"
"1111","1113","2232","No set",NA,"1110","-14"
"1111","1113","2233","No set",NA,"1111","-15"
"1111","1113","2311","No set",NA,"1101","-13"
"1111","1113","2312","No set",NA,"1100","-12"
"1111","1113","2313","No set",NA,"1101","-13"
"1111","1113","2321","No set",NA,"1111","-15"
"1111","1113","2322","No set",NA,"1110","-14"
"1111","1113","2323","No set",NA,"1111","-15"
"1111","1113","2331","No set",NA,"1111","-15"
"1111","1113","2332","No set",NA,"1110","-14"
"1111","1113","2333","No set",NA,"1111","-15"
"1111","1113","3111","No set",NA,"1001","-9"
"1111","1113","3112","No set",NA,"1000","-8"
"1111","1113","3113","No set",NA,"1001","-9"
"1111","1113","3121","No set",NA,"1011","-11"
"1111","1113","3122","No set",NA,"1010","-10"
"1111","1113","3123","No set",NA,"1011","-11"
"1111","1113","3131","No set",NA,"1011","-11"
"1111","1113","3132","No set",NA,"1010","-10"
"1111","1113","3133","No set",NA,"1011","-11"
"1111","1113","3211","No set",NA,"1101","-13"
"1111","1113","3212","No set",NA,"1100","-12"
"1111","1113","3213","No set",NA,"1101","-13"
"1111","1113","3221","No set",NA,"1111","-15"
"1111","1113","3222","No set",NA,"1110","-14"
"1111","1113","3223","No set",NA,"1111","-15"
"1111","1113","3231","No set",NA,"1111","-15"
"1111","1113","3232","No set",NA,"1110","-14"
"1111","1113","3233","No set",NA,"1111","-15"
"1111","1113","3311","No set",NA,"1101","-13"
"1111","1113","3312","No set",NA,"1100","-12"
"1111","1113","3313","No set",NA,"1101","-13"
"1111","1113","3321","No set",NA,"1111","-15"
"1111","1113","3322","No set",NA,"1110","-14"
"1111","1113","3323","No set",NA,"1111","-15"
"1111","1113","3331","No set",NA,"1111","-15"
"1111","1113","3332","No set",NA,"1110","-14"
"1111","1113","3333","No set",NA,"1111","-15"
"1111","1121","1122","No set",NA,"0011","-3"
"1111","1121","1123","No set",NA,"0011","-3"
"1111","1121","1131","Set","1101",NA,"13"
"1111","1121","1132","No set",NA,"0001","-1"
"1111","1121","1133","No set",NA,"0001","-1"
"1111","1121","1211","No set",NA,"0110","-6"
"1111","1121","1212","No set",NA,"0111","-7"
"1111","1121","1213","No set",NA,"0111","-7"
"1111","1121","1221","No set",NA,"0110","-6"
"1111","1121","1222","No set",NA,"0111","-7"
"1111","1121","1223","No set",NA,"0111","-7"
"1111","1121","1231","No set",NA,"0100","-4"
"1111","1121","1232","No set",NA,"0101","-5"
"1111","1121","1233","No set",NA,"0101","-5"
"1111","1121","1311","No set",NA,"0110","-6"
"1111","1121","1312","No set",NA,"0111","-7"
"1111","1121","1313","No set",NA,"0111","-7"
"1111","1121","1321","No set",NA,"0110","-6"
"1111","1121","1322","No set",NA,"0111","-7"
"1111","1121","1323","No set",NA,"0111","-7"
"1111","1121","1331","No set",NA,"0100","-4"
"1111","1121","1332","No set",NA,"0101","-5"
"1111","1121","1333","No set",NA,"0101","-5"
"1111","1121","2111","No set",NA,"1010","-10"
"1111","1121","2112","No set",NA,"1011","-11"
"1111","1121","2113","No set",NA,"1011","-11"
"1111","1121","2121","No set",NA,"1010","-10"
"1111","1121","2122","No set",NA,"1011","-11"
"1111","1121","2123","No set",NA,"1011","-11"
"1111","1121","2131","No set",NA,"1000","-8"
"1111","1121","2132","No set",NA,"1001","-9"
"1111","1121","2133","No set",NA,"1001","-9"
"1111","1121","2211","No set",NA,"1110","-14"
"1111","1121","2212","No set",NA,"1111","-15"
"1111","1121","2213","No set",NA,"1111","-15"
"1111","1121","2221","No set",NA,"1110","-14"
"1111","1121","2222","No set",NA,"1111","-15"
"1111","1121","2223","No set",NA,"1111","-15"
"1111","1121","2231","No set",NA,"1100","-12"
"1111","1121","2232","No set",NA,"1101","-13"
"1111","1121","2233","No set",NA,"1101","-13"
"1111","1121","2311","No set",NA,"1110","-14"
"1111","1121","2312","No set",NA,"1111","-15"
"1111","1121","2313","No set",NA,"1111","-15"
"1111","1121","2321","No set",NA,"1110","-14"
"1111","1121","2322","No set",NA,"1111","-15"
"1111","1121","2323","No set",NA,"1111","-15"
"1111","1121","2331","No set",NA,"1100","-12"
"1111","1121","2332","No set",NA,"1101","-13"
"1111","1121","2333","No set",NA,"1101","-13"
"1111","1121","3111","No set",NA,"1010","-10"
"1111","1121","3112","No set",NA,"1011","-11"
"1111","1121","3113","No set",NA,"1011","-11"
"1111","1121","3121","No set",NA,"1010","-10"
"1111","1121","3122","No set",NA,"1011","-11"
"1111","1121","3123","No set",NA,"1011","-11"
"1111","1121","3131","No set",NA,"1000","-8"
"1111","1121","3132","No set",NA,"1001","-9"
"1111","1121","3133","No set",NA,"1001","-9"
"1111","1121","3211","No set",NA,"1110","-14"
"1111","1121","3212","No set",NA,"1111","-15"
"1111","1121","3213","No set",NA,"1111","-15"
"1111","1121","3221","No set",NA,"1110","-14"
"1111","1121","3222","No set",NA,"1111","-15"
"1111","1121","3223","No set",NA,"1111","-15"
"1111","1121","3231","No set",NA,"1100","-12"
"1111","1121","3232","No set",NA,"1101","-13"
"1111","1121","3233","No set",NA,"1101","-13"
"1111","1121","3311","No set",NA,"1110","-14"
"1111","1121","3312","No set",NA,"1111","-15"
"1111","1121","3313","No set",NA,"1111","-15"
"1111","1121","3321","No set",NA,"1110","-14"
"1111","1121","3322","No set",NA,"1111","-15"
"1111","1121","3323","No set",NA,"1111","-15"
"1111","1121","3331","No set",NA,"1100","-12"
"1111","1121","3332","No set",NA,"1101","-13"
"1111","1121","3333","No set",NA,"1101","-13"
"1111","1122","1123","No set",NA,"0010","-2"
"1111","1122","1131","No set",NA,"0001","-1"
"1111","1122","1132","No set",NA,"0001","-1"
"1111","1122","1133","Set","1100",NA,"12"
"1111","1122","1211","No set",NA,"0111","-7"
"1111","1122","1212","No set",NA,"0111","-7"
"1111","1122","1213","No set",NA,"0110","-6"
"1111","1122","1221","No set",NA,"0111","-7"
"1111","1122","1222","No set",NA,"0111","-7"
"1111","1122","1223","No set",NA,"0110","-6"
"1111","1122","1231","No set",NA,"0101","-5"
"1111","1122","1232","No set",NA,"0101","-5"
"1111","1122","1233","No set",NA,"0100","-4"
"1111","1122","1311","No set",NA,"0111","-7"
"1111","1122","1312","No set",NA,"0111","-7"
"1111","1122","1313","No set",NA,"0110","-6"
"1111","1122","1321","No set",NA,"0111","-7"
"1111","1122","1322","No set",NA,"0111","-7"
"1111","1122","1323","No set",NA,"0110","-6"
"1111","1122","1331","No set",NA,"0101","-5"
"1111","1122","1332","No set",NA,"0101","-5"
"1111","1122","1333","No set",NA,"0100","-4"
"1111","1122","2111","No set",NA,"1011","-11"
"1111","1122","2112","No set",NA,"1011","-11"
"1111","1122","2113","No set",NA,"1010","-10"
"1111","1122","2121","No set",NA,"1011","-11"
"1111","1122","2122","No set",NA,"1011","-11"
"1111","1122","2123","No set",NA,"1010","-10"
"1111","1122","2131","No set",NA,"1001","-9"
"1111","1122","2132","No set",NA,"1001","-9"
"1111","1122","2133","No set",NA,"1000","-8"
"1111","1122","2211","No set",NA,"1111","-15"
"1111","1122","2212","No set",NA,"1111","-15"
"1111","1122","2213","No set",NA,"1110","-14"
"1111","1122","2221","No set",NA,"1111","-15"
"1111","1122","2222","No set",NA,"1111","-15"
"1111","1122","2223","No set",NA,"1110","-14"
"1111","1122","2231","No set",NA,"1101","-13"
"1111","1122","2232","No set",NA,"1101","-13"
"1111","1122","2233","No set",NA,"1100","-12"
"1111","1122","2311","No set",NA,"1111","-15"
"1111","1122","2312","No set",NA,"1111","-15"
"1111","1122","2313","No set",NA,"1110","-14"
"1111","1122","2321","No set",NA,"1111","-15"
"1111","1122","2322","No set",NA,"1111","-15"
"1111","1122","2323","No set",NA,"1110","-14"
"1111","1122","2331","No set",NA,"1101","-13"
"1111","1122","2332","No set",NA,"1101","-13"
"1111","1122","2333","No set",NA,"1100","-12"
"1111","1122","3111","No set",NA,"1011","-11"
"1111","1122","3112","No set",NA,"1011","-11"
"1111","1122","3113","No set",NA,"1010","-10"
"1111","1122","3121","No set",NA,"1011","-11"
"1111","1122","3122","No set",NA,"1011","-11"
"1111","1122","3123","No set",NA,"1010","-10"
"1111","1122","3131","No set",NA,"1001","-9"
"1111","1122","3132","No set",NA,"1001","-9"
"1111","1122","3133","No set",NA,"1000","-8"
"1111","1122","3211","No set",NA,"1111","-15"
"1111","1122","3212","No set",NA,"1111","-15"
"1111","1122","3213","No set",NA,"1110","-14"
"1111","1122","3221","No set",NA,"1111","-15"
"1111","1122","3222","No set",NA,"1111","-15"
"1111","1122","3223","No set",NA,"1110","-14"
"1111","1122","3231","No set",NA,"1101","-13"
"1111","1122","3232","No set",NA,"1101","-13"
"1111","1122","3233","No set",NA,"1100","-12"
"1111","1122","3311","No set",NA,"1111","-15"
"1111","1122","3312","No set",NA,"1111","-15"
"1111","1122","3313","No set",NA,"1110","-14"
"1111","1122","3321","No set",NA,"1111","-15"
"1111","1122","3322","No set",NA,"1111","-15"
"1111","1122","3323","No set",NA,"1110","-14"
"1111","1122","3331","No set",NA,"1101","-13"
"1111","1122","3332","No set",NA,"1101","-13"
"1111","1122","3333","No set",NA,"1100","-12"
"1111","1123","1131","No set",NA,"0001","-1"
"1111","1123","1132","Set","1100",NA,"12"
"1111","1123","1133","No set",NA,"0001","-1"
"1111","1123","1211","No set",NA,"0111","-7"
"1111","1123","1212","No set",NA,"0110","-6"
"1111","1123","1213","No set",NA,"0111","-7"
"1111","1123","1221","No set",NA,"0111","-7"
"1111","1123","1222","No set",NA,"0110","-6"
"1111","1123","1223","No set",NA,"0111","-7"
"1111","1123","1231","No set",NA,"0101","-5"
"1111","1123","1232","No set",NA,"0100","-4"
"1111","1123","1233","No set",NA,"0101","-5"
"1111","1123","1311","No set",NA,"0111","-7"
"1111","1123","1312","No set",NA,"0110","-6"
"1111","1123","1313","No set",NA,"0111","-7"
"1111","1123","1321","No set",NA,"0111","-7"
"1111","1123","1322","No set",NA,"0110","-6"
"1111","1123","1323","No set",NA,"0111","-7"
"1111","1123","1331","No set",NA,"0101","-5"
"1111","1123","1332","No set",NA,"0100","-4"
"1111","1123","1333","No set",NA,"0101","-5"
"1111","1123","2111","No set",NA,"1011","-11"
"1111","1123","2112","No set",NA,"1010","-10"
"1111","1123","2113","No set",NA,"1011","-11"
"1111","1123","2121","No set",NA,"1011","-11"
"1111","1123","2122","No set",NA,"1010","-10"
"1111","1123","2123","No set",NA,"1011","-11"
"1111","1123","2131","No set",NA,"1001","-9"
"1111","1123","2132","No set",NA,"1000","-8"
"1111","1123","2133","No set",NA,"1001","-9"
"1111","1123","2211","No set",NA,"1111","-15"
"1111","1123","2212","No set",NA,"1110","-14"
"1111","1123","2213","No set",NA,"1111","-15"
"1111","1123","2221","No set",NA,"1111","-15"
"1111","1123","2222","No set",NA,"1110","-14"
"1111","1123","2223","No set",NA,"1111","-15"
"1111","1123","2231","No set",NA,"1101","-13"
"1111","1123","2232","No set",NA,"1100","-12"
"1111","1123","2233","No set",NA,"1101","-13"
"1111","1123","2311","No set",NA,"1111","-15"
"1111","1123","2312","No set",NA,"1110","-14"
"1111","1123","2313","No set",NA,"1111","-15"
"1111","1123","2321","No set",NA,"1111","-15"
"1111","1123","2322","No set",NA,"1110","-14"
"1111","1123","2323","No set",NA,"1111","-15"
"1111","1123","2331","No set",NA,"1101","-13"
"1111","1123","2332","No set",NA,"1100","-12"
"1111","1123","2333","No set",NA,"1101","-13"
"1111","1123","3111","No set",NA,"1011","-11"
"1111","1123","3112","No set",NA,"1010","-10"
"1111","1123","3113","No set",NA,"1011","-11"
"1111","1123","3121","No set",NA,"1011","-11"
"1111","1123","3122","No set",NA,"1010","-10"
"1111","1123","3123","No set",NA,"1011","-11"
"1111","1123","3131","No set",NA,"1001","-9"
"1111","1123","3132","No set",NA,"1000","-8"
"1111","1123","3133","No set",NA,"1001","-9"
"1111","1123","3211","No set",NA,"1111","-15"
"1111","1123","3212","No set",NA,"1110","-14"
"1111","1123","3213","No set",NA,"1111","-15"
"1111","1123","3221","No set",NA,"1111","-15"
"1111","1123","3222","No set",NA,"1110","-14"
"1111","1123","3223","No set",NA,"1111","-15"
"1111","1123","3231","No set",NA,"1101","-13"
"1111","1123","3232","No set",NA,"1100","-12"
"1111","1123","3233","No set",NA,"1101","-13"
"1111","1123","3311","No set",NA,"1111","-15"
"1111","1123","3312","No set",NA,"1110","-14"
"1111","1123","3313","No set",NA,"1111","-15"
"1111","1123","3321","No set",NA,"1111","-15"
"1111","1123","3322","No set",NA,"1110","-14"
"1111","1123","3323","No set",NA,"1111","-15"
"1111","1123","3331","No set",NA,"1101","-13"
"1111","1123","3332","No set",NA,"1100","-12"
"1111","1123","3333","No set",NA,"1101","-13"
"1111","1131","1132","No set",NA,"0011","-3"
"1111","1131","1133","No set",NA,"0011","-3"
"1111","1131","1211","No set",NA,"0110","-6"
"1111","1131","1212","No set",NA,"0111","-7"
"1111","1131","1213","No set",NA,"0111","-7"
"1111","1131","1221","No set",NA,"0100","-4"
"1111","1131","1222","No set",NA,"0101","-5"
"1111","1131","1223","No set",NA,"0101","-5"
"1111","1131","1231","No set",NA,"0110","-6"
"1111","1131","1232","No set",NA,"0111","-7"
"1111","1131","1233","No set",NA,"0111","-7"
"1111","1131","1311","No set",NA,"0110","-6"
"1111","1131","1312","No set",NA,"0111","-7"
"1111","1131","1313","No set",NA,"0111","-7"
"1111","1131","1321","No set",NA,"0100","-4"
"1111","1131","1322","No set",NA,"0101","-5"
"1111","1131","1323","No set",NA,"0101","-5"
"1111","1131","1331","No set",NA,"0110","-6"
"1111","1131","1332","No set",NA,"0111","-7"
"1111","1131","1333","No set",NA,"0111","-7"
"1111","1131","2111","No set",NA,"1010","-10"
"1111","1131","2112","No set",NA,"1011","-11"
"1111","1131","2113","No set",NA,"1011","-11"
"1111","1131","2121","No set",NA,"1000","-8"
"1111","1131","2122","No set",NA,"1001","-9"
"1111","1131","2123","No set",NA,"1001","-9"
"1111","1131","2131","No set",NA,"1010","-10"
"1111","1131","2132","No set",NA,"1011","-11"
"1111","1131","2133","No set",NA,"1011","-11"
"1111","1131","2211","No set",NA,"1110","-14"
"1111","1131","2212","No set",NA,"1111","-15"
"1111","1131","2213","No set",NA,"1111","-15"
"1111","1131","2221","No set",NA,"1100","-12"
"1111","1131","2222","No set",NA,"1101","-13"
"1111","1131","2223","No set",NA,"1101","-13"
"1111","1131","2231","No set",NA,"1110","-14"
"1111","1131","2232","No set",NA,"1111","-15"
"1111","1131","2233","No set",NA,"1111","-15"
"1111","1131","2311","No set",NA,"1110","-14"
"1111","1131","2312","No set",NA,"1111","-15"
"1111","1131","2313","No set",NA,"1111","-15"
"1111","1131","2321","No set",NA,"1100","-12"
"1111","1131","2322","No set",NA,"1101","-13"
"1111","1131","2323","No set",NA,"1101","-13"
"1111","1131","2331","No set",NA,"1110","-14"
"1111","1131","2332","No set",NA,"1111","-15"
"1111","1131","2333","No set",NA,"1111","-15"
"1111","1131","3111","No set",NA,"1010","-10"
"1111","1131","3112","No set",NA,"1011","-11"
"1111","1131","3113","No set",NA,"1011","-11"
"1111","1131","3121","No set",NA,"1000","-8"
"1111","1131","3122","No set",NA,"1001","-9"
"1111","1131","3123","No set",NA,"1001","-9"
"1111","1131","3131","No set",NA,"1010","-10"
"1111","1131","3132","No set",NA,"1011","-11"
"1111","1131","3133","No set",NA,"1011","-11"
"1111","1131","3211","No set",NA,"1110","-14"
"1111","1131","3212","No set",NA,"1111","-15"
"1111","1131","3213","No set",NA,"1111","-15"
"1111","1131","3221","No set",NA,"1100","-12"
"1111","1131","3222","No set",NA,"1101","-13"
"1111","1131","3223","No set",NA,"1101","-13"
"1111","1131","3231","No set",NA,"1110","-14"
"1111","1131","3232","No set",NA,"1111","-15"
"1111","1131","3233","No set",NA,"1111","-15"
"1111","1131","3311","No set",NA,"1110","-14"
"1111","1131","3312","No set",NA,"1111","-15"
"1111","1131","3313","No set",NA,"1111","-15"
"1111","1131","3321","No set",NA,"1100","-12"
"1111","1131","3322","No set",NA,"1101","-13"
"1111","1131","3323","No set",NA,"1101","-13"
"1111","1131","3331","No set",NA,"1110","-14"
"1111","1131","3332","No set",NA,"1111","-15"
"1111","1131","3333","No set",NA,"1111","-15"
"1111","1132","1133","No set",NA,"0010","-2"
"1111","1132","1211","No set",NA,"0111","-7"
"1111","1132","1212","No set",NA,"0111","-7"
"1111","1132","1213","No set",NA,"0110","-6"
"1111","1132","1221","No set",NA,"0101","-5"
"1111","1132","1222","No set",NA,"0101","-5"
"1111","1132","1223","No set",NA,"0100","-4"
"1111","1132","1231","No set",NA,"0111","-7"
"1111","1132","1232","No set",NA,"0111","-7"
"1111","1132","1233","No set",NA,"0110","-6"
"1111","1132","1311","No set",NA,"0111","-7"
"1111","1132","1312","No set",NA,"0111","-7"
"1111","1132","1313","No set",NA,"0110","-6"
"1111","1132","1321","No set",NA,"0101","-5"
"1111","1132","1322","No set",NA,"0101","-5"
"1111","1132","1323","No set",NA,"0100","-4"
"1111","1132","1331","No set",NA,"0111","-7"
"1111","1132","1332","No set",NA,"0111","-7"
"1111","1132","1333","No set",NA,"0110","-6"
"1111","1132","2111","No set",NA,"1011","-11"
"1111","1132","2112","No set",NA,"1011","-11"
"1111","1132","2113","No set",NA,"1010","-10"
"1111","1132","2121","No set",NA,"1001","-9"
"1111","1132","2122","No set",NA,"1001","-9"
"1111","1132","2123","No set",NA,"1000","-8"
"1111","1132","2131","No set",NA,"1011","-11"
"1111","1132","2132","No set",NA,"1011","-11"
"1111","1132","2133","No set",NA,"1010","-10"
"1111","1132","2211","No set",NA,"1111","-15"
"1111","1132","2212","No set",NA,"1111","-15"
"1111","1132","2213","No set",NA,"1110","-14"
"1111","1132","2221","No set",NA,"1101","-13"
"1111","1132","2222","No set",NA,"1101","-13"
"1111","1132","2223","No set",NA,"1100","-12"
"1111","1132","2231","No set",NA,"1111","-15"
"1111","1132","2232","No set",NA,"1111","-15"
"1111","1132","2233","No set",NA,"1110","-14"
"1111","1132","2311","No set",NA,"1111","-15"
"1111","1132","2312","No set",NA,"1111","-15"
"1111","1132","2313","No set",NA,"1110","-14"
"1111","1132","2321","No set",NA,"1101","-13"
"1111","1132","2322","No set",NA,"1101","-13"
"1111","1132","2323","No set",NA,"1100","-12"
"1111","1132","2331","No set",NA,"1111","-15"
"1111","1132","2332","No set",NA,"1111","-15"
"1111","1132","2333","No set",NA,"1110","-14"
"1111","1132","3111","No set",NA,"1011","-11"
"1111","1132","3112","No set",NA,"1011","-11"
"1111","1132","3113","No set",NA,"1010","-10"
"1111","1132","3121","No set",NA,"1001","-9"
"1111","1132","3122","No set",NA,"1001","-9"
"1111","1132","3123","No set",NA,"1000","-8"
"1111","1132","3131","No set",NA,"1011","-11"
"1111","1132","3132","No set",NA,"1011","-11"
"1111","1132","3133","No set",NA,"1010","-10"
"1111","1132","3211","No set",NA,"1111","-15"
"1111","1132","3212","No set",NA,"1111","-15"
"1111","1132","3213","No set",NA,"1110","-14"
"1111","1132","3221","No set",NA,"1101","-13"
"1111","1132","3222","No set",NA,"1101","-13"
"1111","1132","3223","No set",NA,"1100","-12"
"1111","1132","3231","No set",NA,"1111","-15"
"1111","1132","3232","No set",NA,"1111","-15"
"1111","1132","3233","No set",NA,"1110","-14"
"1111","1132","3311","No set",NA,"1111","-15"
"1111","1132","3312","No set",NA,"1111","-15"
"1111","1132","3313","No set",NA,"1110","-14"
"1111","1132","3321","No set",NA,"1101","-13"
"1111","1132","3322","No set",NA,"1101","-13"
"1111","1132","3323","No set",NA,"1100","-12"
"1111","1132","3331","No set",NA,"1111","-15"
"1111","1132","3332","No set",NA,"1111","-15"
"1111","1132","3333","No set",NA,"1110","-14"
"1111","1133","1211","No set",NA,"0111","-7"
"1111","1133","1212","No set",NA,"0110","-6"
"1111","1133","1213","No set",NA,"0111","-7"
"1111","1133","1221","No set",NA,"0101","-5"
"1111","1133","1222","No set",NA,"0100","-4"
"1111","1133","1223","No set",NA,"0101","-5"
"1111","1133","1231","No set",NA,"0111","-7"
"1111","1133","1232","No set",NA,"0110","-6"
"1111","1133","1233","No set",NA,"0111","-7"
"1111","1133","1311","No set",NA,"0111","-7"
"1111","1133","1312","No set",NA,"0110","-6"
"1111","1133","1313","No set",NA,"0111","-7"
"1111","1133","1321","No set",NA,"0101","-5"
"1111","1133","1322","No set",NA,"0100","-4"
"1111","1133","1323","No set",NA,"0101","-5"
"1111","1133","1331","No set",NA,"0111","-7"
"1111","1133","1332","No set",NA,"0110","-6"
"1111","1133","1333","No set",NA,"0111","-7"
"1111","1133","2111","No set",NA,"1011","-11"
"1111","1133","2112","No set",NA,"1010","-10"
"1111","1133","2113","No set",NA,"1011","-11"
"1111","1133","2121","No set",NA,"1001","-9"
"1111","1133","2122","No set",NA,"1000","-8"
"1111","1133","2123","No set",NA,"1001","-9"
"1111","1133","2131","No set",NA,"1011","-11"
"1111","1133","2132","No set",NA,"1010","-10"
"1111","1133","2133","No set",NA,"1011","-11"
"1111","1133","2211","No set",NA,"1111","-15"
"1111","1133","2212","No set",NA,"1110","-14"
"1111","1133","2213","No set",NA,"1111","-15"
"1111","1133","2221","No set",NA,"1101","-13"
"1111","1133","2222","No set",NA,"1100","-12"
"1111","1133","2223","No set",NA,"1101","-13"
"1111","1133","2231","No set",NA,"1111","-15"
"1111","1133","2232","No set",NA,"1110","-14"
"1111","1133","2233","No set",NA,"1111","-15"
"1111","1133","2311","No set",NA,"1111","-15"
"1111","1133","2312","No set",NA,"1110","-14"
"1111","1133","2313","No set",NA,"1111","-15"
"1111","1133","2321","No set",NA,"1101","-13"
"1111","1133","2322","No set",NA,"1100","-12"
"1111","1133","2323","No set",NA,"1101","-13"
"1111","1133","2331","No set",NA,"1111","-15"
"1111","1133","2332","No set",NA,"1110","-14"
"1111","1133","2333","No set",NA,"1111","-15"
"1111","1133","3111","No set",NA,"1011","-11"
"1111","1133","3112","No set",NA,"1010","-10"
"1111","1133","3113","No set",NA,"1011","-11"
"1111","1133","3121","No set",NA,"1001","-9"
