"id","trial","type","explain","card1","card2","card3","trialid","memory",,,,,,,,,,
"pc10.05.b",12,0,0,1232,3313,2121,42425,0,,,,,,,,,,
"pc10.05.b",13,4,0,1133,3111,2122,24478,1,,,,,,,,,,
"pc10.05.b",14,-11,0,3111,1233,3331,45282,0,,,,,,,,,,
"pc10.05.b",15,11,0,2221,2321,2121,64868,1,,,,,,,,,,
"pc10.05.b",16,-4,0,3313,2323,1233,45168,1,,,,,,,,,,
"pc10.05.b",17,1,0,3112,1232,2322,43166,0,,,,,,,,,,
"pc10.05.b",18,-14,0,1221,3232,3123,34984,0,,,,,,,,,,
"pc10.05.b",19,0,0,2113,1321,3232,51526,1,,,,,,,,,,
"pc10.05.b",20,8,0,2112,2333,2221,62373,0,,,,,,,,,,
"pc10.05.b",21,13,0,2313,2333,2323,79402,1,,,,,,,,,,
"pc10.05.b",22,-2,0,2312,1313,3331,50537,0,,,,,,,,,,
"pc10.05.b",23,0,0,1212,3321,2133,29585,1,,,,,,,,,,
"pc10.05.b",24,-7,0,2121,3321,1312,48100,0,,,,,,,,,,
"pc10.05.c",1,15,1,1323,1323,1323,85390,0,,,,,,,,,,
"pc10.05.c",2,-1,1,1323,2333,3312,55702,0,,,,,,,,,,
"pc10.05.c",3,14,1,1222,1223,1221,32927,0,,,,,,,,,,
"pc10.05.c",4,-11,1,3322,3311,1312,49298,0,,,,,,,,,,
"pc10.05.c",5,-13,0,2321,1322,2221,53612,1,,,,,,,,,,
"pc10.05.c",6,7,0,1312,3312,2312,48762,0,,,,,,,,,,
"pc10.05.c",7,2,0,1222,2121,3323,36187,1,,,,,,,,,,
"pc10.05.c",8,-8,0,2221,2222,3223,73868,0,,,,,,,,,,
"pc10.05.c",9,0,0,2221,3312,1133,24853,0,,,,,,,,,,
"pc10.05.c",10,4,0,2122,1133,3111,24478,1,,,,,,,,,,
"pc10.05.c",11,14,0,3323,3321,3322,85301,1,,,,,,,,,,
"pc10.05.c",12,0,0,2123,1332,3211,57940,0,,,,,,,,,,
"pc10.05.c",13,-1,0,1112,3133,2122,5047,1,,,,,,,,,,
"pc10.05.c",14,-11,0,1223,2321,2113,38253,0,,,,,,,,,,
"pc10.05.c",15,-4,0,3313,1233,2323,45168,1,,,,,,,,,,
"pc10.05.c",16,0,0,2113,3232,1321,51526,1,,,,,,,,,,
"pc10.05.c",17,-14,0,2223,3312,3321,76155,0,,,,,,,,,,
"pc10.05.c",18,11,0,2321,2221,2121,64868,1,,,,,,,,,,
"pc10.05.c",19,1,0,1321,2231,3111,52082,0,,,,,,,,,,
"pc10.05.c",20,13,0,2313,2323,2333,79402,1,,,,,,,,,,
"pc10.05.c",21,-2,0,2312,2333,2331,78903,0,,,,,,,,,,
"pc10.05.c",22,0,0,3321,2133,1212,29585,1,,,,,,,,,,
"pc10.05.c",23,8,0,1233,1111,1322,1149,0,,,,,,,,,,
"pc10.05.c",24,-7,0,2211,1333,3333,59570,0,,,,,,,,,,
"pc10.06.a",1,15,1,1231,1231,1231,85342,0,,,,,,,,,,
"pc10.06.a",2,-1,1,3311,2222,1132,22336,0,,,,,,,,,,
"pc10.06.a",3,14,1,2221,2223,2222,73841,0,,,,,,,,,,
"pc10.06.a",4,-11,1,2332,2221,1131,19648,0,,,,,,,,,,
"pc10.06.a",5,0,0,2113,1331,3222,56312,0,,,,,,,,,,
"pc10.06.a",6,2,0,1322,2221,3123,53623,0,,,,,,,,,,
"pc10.06.a",7,7,0,1222,3222,2222,36622,0,,,,,,,,,,
"pc10.06.a",8,-8,0,3221,2233,3212,78046,0,,,,,,,,,,
"pc10.06.a",9,-13,0,2131,3331,2332,68725,0,,,,,,,,,,
"pc10.06.a",10,-1,0,1113,3111,2113,7943,0,,,,,,,,,,
"pc10.06.a",11,4,0,1231,3222,2213,40766,0,,,,,,,,,,
"pc10.06.a",12,-11,0,2121,2221,1313,49834,0,,,,,,,,,,
"pc10.06.a",13,14,0,2333,2331,2332,81261,0,,,,,,,,,,
"pc10.06.a",14,0,0,2131,3322,1213,31841,0,,,,,,,,,,
"pc10.06.a",15,-14,0,1232,1223,3331,37542,0,,,,,,,,,,
"pc10.06.a",16,1,0,2322,3132,1212,30096,0,,,,,,,,,,
"pc10.06.a",17,-4,0,2222,3122,1122,14218,0,,,,,,,,,,
"pc10.06.a",18,11,0,3233,3333,3133,84468,0,,,,,,,,,,
"pc10.06.a",19,0,0,2331,3223,1112,5823,0,,,,,,,,,,
"pc10.06.a",20,8,0,3212,3131,3323,84057,0,,,,,,,,,,
"pc10.06.a",21,-7,0,2133,2313,2112,62197,0,,,,,,,,,,
"pc10.06.a",22,-2,0,2233,3231,1222,36774,0,,,,,,,,,,
"pc10.06.a",23,0,0,3123,1232,2311,43040,0,,,,,,,,,,
"pc10.06.a",24,13,0,1332,1322,1312,47622,0,,,,,,,,,,
"pc10.06.b",1,15,1,3313,3313,3313,85383,0,,,,,,,,,,
"pc10.06.b",2,-1,1,1312,3113,2213,48445,0,,,,,,,,,,
"pc10.06.b",3,14,1,1133,1131,1132,17796,0,,,,,,,,,,
"pc10.06.b",4,-11,1,2123,3233,2322,67550,0,,,,,,,,,,
"pc10.06.b",5,2,0,1231,3133,2332,41244,1,,,,,,,,,,
"pc10.06.b",6,7,0,2313,1313,3313,50566,0,,,,,,,,,,
"pc10.06.b",7,-13,0,3211,2312,3212,79184,0,,,,,,,,,,
"pc10.06.b",8,0,0,3322,2111,1233,44227,1,,,,,,,,,,
"pc10.06.b",9,-8,0,3331,1333,1332,57652,1,,,,,,,,,,
"pc10.06.b",10,-1,0,2111,2322,2232,61197,0,,,,,,,,,,
"pc10.06.b",11,4,0,1233,3212,2221,44773,0,,,,,,,,,,
"pc10.06.b",12,0,0,2223,1132,3311,22375,1,,,,,,,,,,
"pc10.06.b",13,-11,0,3321,1313,3313,51080,1,,,,,,,,,,
"pc10.06.b",14,14,0,1222,1223,1221,32927,0,,,,,,,,,,
"pc10.06.b",15,0,0,3121,1332,2213,58201,0,,,,,,,,,,
"pc10.06.b",16,-14,0,3121,1313,1122,13227,1,,,,,,,,,,
"pc10.06.b",17,1,0,2211,1321,3131,51845,1,,,,,,,,,,
"pc10.06.b",18,11,0,2213,2313,2113,63601,1,,,,,,,,,,
"pc10.06.b",19,-4,0,1111,2132,3223,2113,0,,,,,,,,,,
"pc10.06.b",20,0,0,1333,3111,2222,59710,0,,,,,,,,,,
"pc10.06.b",21,-7,0,1311,3231,2213,46628,0,,,,,,,,,,
"pc10.06.b",22,-2,0,2322,2213,2121,64828,1,,,,,,,,,,
"pc10.06.b",23,13,0,2132,2112,2122,61998,0,,,,,,,,,,
"pc10.06.b",24,8,0,2112,2323,2231,62487,1,,,,,,,,,,
"pc10.06.c",1,15,1,2121,2121,2121,85331,0,,,,,,,,,,
"pc10.06.c",2,-1,1,2321,2123,2221,67172,0,,,,,,,,,,
"pc10.06.c",3,14,1,2132,2133,2131,68025,0,,,,,,,,,,
"pc10.06.c",4,-11,1,3123,1233,3332,45398,0,,,,,,,,,,
"pc10.06.c",5,7,0,1231,2231,3231,40926,0,,,,,,,,,,
"pc10.06.c",6,0,0,2111,3322,1233,44227,1,,,,,,,,,,
"pc10.06.c",7,-13,0,1132,1131,3232,17858,0,,,,,,,,,,
"pc10.06.c",8,-8,0,1332,1333,3331,57652,1,,,,,,,,,,
"pc10.06.c",9,2,0,3133,1231,2332,41244,1,,,,,,,,,,
"pc10.06.c",10,4,0,1111,2123,3132,2013,0,,,,,,,,,,
"pc10.06.c",11,-11,0,3321,3313,1313,51080,1,,,,,,,,,,
"pc10.06.c",12,0,0,1132,2223,3311,22375,1,,,,,,,,,,
"pc10.06.c",13,14,0,3311,3313,3312,85237,0,,,,,,,,,,
"pc10.06.c",14,-1,0,3211,1233,2223,44851,0,,,,,,,,,,
"pc10.06.c",15,0,0,2331,1213,3122,32498,0,,,,,,,,,,
"pc10.06.c",16,-14,0,1313,3121,1122,13227,1,,,,,,,,,,
"pc10.06.c",17,1,0,3131,2211,1321,51845,1,,,,,,,,,,
"pc10.06.c",18,11,0,2313,2213,2113,63601,1,,,,,,,,,,
"pc10.06.c",19,-4,0,2232,2131,2133,68078,0,,,,,,,,,,
"pc10.06.c",20,-7,0,2231,3211,1313,50380,0,,,,,,,,,,
"pc10.06.c",21,-2,0,2213,2121,2322,64828,1,,,,,,,,,,
"pc10.06.c",22,13,0,2323,2333,2313,79402,0,,,,,,,,,,
"pc10.06.c",23,0,0,3223,1311,2132,46453,0,,,,,,,,,,
"pc10.06.c",24,8,0,2112,2323,2231,62487,1,,,,,,,,,,
"pc10.07.a",1,15,1,3323,3323,3323,85392,0,,,,,,,,,,
"pc10.07.a",2,-1,1,3121,1312,2231,48604,0,,,,,,,,,,
"pc10.07.a",3,14,1,2313,2311,2312,78181,0,,,,,,,,,,
"pc10.07.a",4,-11,1,2211,2322,3111,71585,0,,,,,,,,,,
"pc10.07.a",5,0,0,1321,3233,2112,51476,0,,,,,,,,,,
"pc10.07.a",6,7,0,3232,2232,1232,42980,0,,,,,,,,,,
"pc10.07.a",7,-13,0,1223,3221,3123,39336,0,,,,,,,,,,
"pc10.07.a",8,2,0,3111,2313,1212,30026,0,,,,,,,,,,
"pc10.07.a",9,-8,0,3233,2211,3222,71989,0,,,,,,,,,,
"pc10.07.a",10,0,0,3323,2132,1211,27127,0,,,,,,,,,,
"pc10.07.a",11,-1,0,1332,1121,1212,9700,0,,,,,,,,,,
"pc10.07.a",12,4,0,3321,1332,2313,58552,0,,,,,,,,,,
"pc10.07.a",13,-11,0,1112,2212,2331,5309,0,,,,,,,,,,
"pc10.07.a",14,14,0,3333,3331,3332,85320,0,,,,,,,,,,
"pc10.07.a",15,0,0,3331,1122,2213,14157,0,,,,,,,,,,
"pc10.07.a",16,-4,0,3332,1123,2311,17199,0,,,,,,,,,,
"pc10.07.a",17,1,0,2211,3321,1131,19545,0,,,,,,,,,,
"pc10.07.a",18,11,0,3222,3322,3122,83698,0,,,,,,,,,,
"pc10.07.a",19,-14,0,2121,1223,2212,38292,0,,,,,,,,,,
"pc10.07.a",20,-2,0,3121,3333,3232,83504,0,,,,,,,,,,
"pc10.07.a",21,0,0,1233,3121,2312,45025,0,,,,,,,,,,
"pc10.07.a",22,13,0,1112,1122,1132,3318,0,,,,,,,,,,
"pc10.07.a",23,8,0,3113,3222,3331,83216,0,,,,,,,,,,
"pc10.07.a",24,-7,0,3132,2221,1121,11331,0,,,,,,,,,,
"pc10.07.b",1,15,1,3121,3121,3121,85332,0,,,,,,,,,,
"pc10.07.b",2,-1,1,3112,1131,2121,19246,0,,,,,,,,,,
"pc10.07.b",3,14,1,3121,3122,3123,83297,0,,,,,,,,,,
"pc10.07.b",4,-11,1,1332,1111,2211,1631,0,,,,,,,,,,
"pc10.07.b",5,2,0,1312,2113,3211,48038,1,,,,,,,,,,
"pc10.07.b",6,-13,0,2232,2222,1311,46683,0,,,,,,,,,,
"pc10.07.b",7,-8,0,3333,1221,3112,34904,1,,,,,,,,,,
"pc10.07.b",8,0,0,2311,1233,3122,44992,1,,,,,,,,,,
"pc10.07.b",9,7,0,1313,2313,3313,50566,0,,,,,,,,,,
"pc10.07.b",10,0,0,1223,3131,2312,38979,1,,,,,,,,,,
"pc10.07.b",11,14,0,3233,3232,3231,85101,0,,,,,,,,,,
"pc10.07.b",12,4,0,1122,2111,3133,13624,0,,,,,,,,,,
"pc10.07.b",13,-1,0,1223,3222,2223,38806,1,,,,,,,,,,
"pc10.07.b",14,-11,0,2313,3123,2211,71527,0,,,,,,,,,,
"pc10.07.b",15,0,0,1333,3221,2112,59176,1,,,,,,,,,,
"pc10.07.b",16,11,0,3132,3332,3232,84305,0,,,,,,,,,,
"pc10.07.b",17,-14,0,1232,1333,2211,42181,0,,,,,,,,,,
"pc10.07.b",18,1,0,2131,1321,3211,51713,1,,,,,,,,,,
"pc10.07.b",19,-4,0,3312,1112,2312,5673,0,,,,,,,,,,
"pc10.07.b",20,13,0,2222,2212,2232,72162,0,,,,,,,,,,
"pc10.07.b",21,8,0,3333,3121,3212,83429,0,,,,,,,,,,
"pc10.07.b",22,-7,0,1112,2112,3233,4906,1,,,,,,,,,,
"pc10.07.b",23,0,0,3112,2323,1231,41180,1,,,,,,,,,,
"pc10.07.b",24,-2,0,2321,3121,1231,41121,1,,,,,,,,,,
"pc10.07.c",1,15,1,2222,2222,2222,85361,0,,,,,,,,,,
"pc10.07.c",2,-1,1,2311,2133,2221,70275,0,,,,,,,,,,
"pc10.07.c",3,14,1,2331,2333,2332,81261,0,,,,,,,,,,
"pc10.07.c",4,-11,1,3322,1332,1331,56111,0,,,,,,,,,,
"pc10.07.c",5,2,0,2113,3211,1312,48038,1,,,,,,,,,,
"pc10.07.c",6,-13,0,2313,1213,1212,28201,0,,,,,,,,,,
"pc10.07.c",7,7,0,1123,3123,2123,16646,0,,,,,,,,,,
"pc10.07.c",8,-8,0,3112,3333,1221,34904,1,,,,,,,,,,
"pc10.07.c",9,0,0,1233,3122,2311,44992,1,,,,,,,,,,
"pc10.07.c",10,-1,0,2223,1223,3222,38806,1,,,,,,,,,,
"pc10.07.c",11,0,0,2312,3131,1223,38979,1,,,,,,,,,,
"pc10.07.c",12,14,0,2323,2322,2321,79865,0,,,,,,,,,,
"pc10.07.c",13,4,0,3331,1323,2312,55497,0,,,,,,,,,,
"pc10.07.c",14,-11,0,1212,3333,1132,20709,0,,,,,,,,,,
"pc10.07.c",15,-14,0,1113,3133,3213,9076,0,,,,,,,,,,
"pc10.07.c",16,0,0,3221,1333,2112,59176,1,,,,,,,,,,
"pc10.07.c",17,-4,0,1322,2231,3313,53755,0,,,,,,,,,,
"pc10.07.c",18,11,0,1312,1112,1212,3765,0,,,,,,,,,,
"pc10.07.c",19,1,0,2131,3211,1321,51713,1,,,,,,,,,,
"pc10.07.c",20,-7,0,3233,2112,1112,4906,1,,,,,,,,,,
"pc10.07.c",21,8,0,2321,2132,2213,69247,0,,,,,,,,,,
"pc10.07.c",22,13,0,2213,2233,2223,73063,0,,,,,,,,,,
"pc10.07.c",23,0,0,2323,3112,1231,41180,1,,,,,,,,,,
"pc10.07.c",24,-2,0,1231,3121,2321,41121,1,,,,,,,,,,
"pc10.08.a",1,15,1,3321,3321,3321,85338,0,,,,,,,,,,
"pc10.08.a",2,-1,1,1121,2311,3232,11565,0,,,,,,,,,,
"pc10.08.a",3,14,1,1132,1133,1131,17796,0,,,,,,,,,,
"pc10.08.a",4,-11,1,1113,3333,1212,6829,0,,,,,,,,,,
"pc10.08.a",5,-13,0,3132,3233,1233,45429,0,,,,,,,,,,
"pc10.08.a",6,7,0,3131,2131,1131,19395,0,,,,,,,,,,
"pc10.08.a",7,0,0,1333,2121,3212,59275,0,,,,,,,,,,
"pc10.08.a",8,-8,0,1332,2331,1333,57625,0,,,,,,,,,,
"pc10.08.a",9,2,0,2213,1312,3111,48443,0,,,,,,,,,,
"pc10.08.a",10,-1,0,1333,1131,1233,18489,0,,,,,,,,,,
"pc10.08.a",11,-11,0,1323,2121,1211,26519,0,,,,,,,,,,
"pc10.08.a",12,0,0,1313,3231,2122,49913,0,,,,,,,,,,
"pc10.08.a",13,14,0,2232,2233,2231,76182,0,,,,,,,,,,
"pc10.08.a",14,4,0,2223,1212,3231,29828,0,,,,,,,,,,
"pc10.08.a",15,-4,0,2233,3312,1321,52174,0,,,,,,,,,,
"pc10.08.a",16,0,0,3232,2121,1313,49865,0,,,,,,,,,,
"pc10.08.a",17,11,0,1333,1233,1133,23673,0,,,,,,,,,,
"pc10.08.a",18,-14,0,1212,3112,1232,28539,0,,,,,,,,,,
"pc10.08.a",19,1,0,1333,2213,3123,59634,0,,,,,,,,,,
"pc10.08.a",20,13,0,2211,2221,2231,71218,0,,,,,,,,,,
"pc10.08.a",21,-7,0,3211,1122,2121,13778,0,,,,,,,,,,
"pc10.08.a",22,8,0,2132,2211,2323,69164,0,,,,,,,,,,
"pc10.08.a",23,-2,0,2133,1331,3222,56597,0,,,,,,,,,,
"pc10.08.a",24,0,0,3111,1322,2233,53808,0,,,,,,,,,,
"pc10.08.b",1,15,1,1223,1223,1223,85387,0,,,,,,,,,,
"pc10.08.b",2,-1,1,2311,3222,1131,19888,0,,,,,,,,,,
"pc10.08.b",3,14,1,2211,2212,2213,71131,0,,,,,,,,,,
"pc10.08.b",4,-11,1,1323,3331,3321,56048,0,,,,,,,,,,
"pc10.08.b",5,7,0,2212,3212,1212,29661,0,,,,,,,,,,
"pc10.08.b",6,0,0,1113,3322,2231,8537,0,,,,,,,,,,
"pc10.08.b",7,-13,0,2231,2233,3331,76252,0,,,,,,,,,,
"pc10.08.b",8,2,0,3313,2111,1212,29196,1,,,,,,,,,,
"pc10.08.b",9,-8,0,3311,3233,1122,14976,1,,,,,,,,,,
"pc10.08.b",10,-11,0,3321,1321,1332,51321,0,,,,,,,,,,
"pc10.08.b",11,-1,0,1112,1212,1311,3764,1,,,,,,,,,,
"pc10.08.b",12,0,0,2112,3223,1331,56262,0,,,,,,,,,,
"pc10.08.b",13,14,0,1222,1223,1221,32927,1,,,,,,,,,,
"pc10.08.b",14,4,0,3213,2222,1231,40845,1,,,,,,,,,,
"pc10.08.b",15,11,0,1132,1332,1232,21053,1,,,,,,,,,,
"pc10.08.b",16,0,0,2223,1112,3331,5498,1,,,,,,,,,,
"pc10.08.b",17,1,0,1132,3222,2312,22550,0,,,,,,,,,,
"pc10.08.b",18,-14,0,1312,2123,1121,10292,0,,,,,,,,,,
"pc10.08.b",19,-4,0,3332,1212,2222,29799,0,,,,,,,,,,
"pc10.08.b",20,8,0,2333,2122,2211,65923,0,,,,,,,,,,
"pc10.08.b",21,-7,0,3333,3123,3321,83980,1,,,,,,,,,,
"pc10.08.b",22,13,0,2212,2222,2232,72162,1,,,,,,,,,,
"pc10.08.b",23,-2,0,2213,3113,1323,55175,1,,,,,,,,,,
"pc10.08.b",24,0,0,2323,3212,1131,20045,0,,,,,,,,,,
"pc10.08.c",1,15,1,3112,3112,3112,85350,0,,,,,,,,,,
"pc10.08.c",2,-1,1,3332,3231,3131,84124,0,,,,,,,,,,
"pc10.08.c",3,14,1,3233,3231,3232,85101,0,,,,,,,,,,
"pc10.08.c",4,-11,1,1311,3321,1323,45899,0,,,,,,,,,,
"pc10.08.c",5,2,0,2111,3313,1212,29196,1,,,,,,,,,,
"pc10.08.c",6,7,0,2133,1133,3133,24672,0,,,,,,,,,,
"pc10.08.c",7,0,0,1322,2133,3211,53457,0,,,,,,,,,,
"pc10.08.c",8,-13,0,1213,3312,3212,32799,0,,,,,,,,,,
"pc10.08.c",9,-8,0,3233,1122,3311,14976,1,,,,,,,,,,
"pc10.08.c",10,14,0,1223,1222,1221,32927,1,,,,,,,,,,
"pc10.08.c",11,-11,0,3321,1333,3333,60506,0,,,,,,,,,,
"pc10.08.c",12,-1,0,1112,1311,1212,3764,1,,,,,,,,,,
"pc10.08.c",13,0,0,1323,2132,3211,55008,0,,,,,,,,,,
"pc10.08.c",14,4,0,2222,1231,3213,40845,1,,,,,,,,,,
"pc10.08.c",15,1,0,2233,1123,3313,17159,0,,,,,,,,,,
"pc10.08.c",16,-4,0,2231,2311,2321,76257,0,,,,,,,,,,
"pc10.08.c",17,0,0,2223,3331,1112,5498,1,,,,,,,,,,
"pc10.08.c",18,-14,0,1212,3322,1312,28746,0,,,,,,,,,,
"pc10.08.c",19,11,0,1132,1332,1232,21053,1,,,,,,,,,,
"pc10.08.c",20,8,0,3121,3312,3233,83506,0,,,,,,,,,,
"pc10.08.c",21,-2,0,2213,1323,3113,55175,1,,,,,,,,,,
"pc10.08.c",22,0,0,2223,1131,3312,19748,0,,,,,,,,,,
"pc10.08.c",23,13,0,2222,2232,2212,72162,1,,,,,,,,,,
"pc10.08.c",24,-7,0,3321,3123,3333,83980,1,,,,,,,,,,
"pc10.09.a",1,15,1,3212,3212,3212,85353,0,,,,,,,,,,
"pc10.09.a",2,-1,1,2321,1122,3221,14510,0,,,,,,,,,,
"pc10.09.a",3,14,1,1321,1323,1322,51101,0,,,,,,,,,,
"pc10.09.a",4,-11,1,3321,3211,2113,64354,0,,,,,,,,,,
"pc10.09.a",5,0,0,1311,2133,3222,46497,0,,,,,,,,,,
"pc10.09.a",6,7,0,3233,1233,2233,44970,0,,,,,,,,,,
"pc10.09.a",7,-13,0,2123,3312,3132,67846,0,,,,,,,,,,
"pc10.09.a",8,2,0,2123,3321,1222,36282,0,,,,,,,,,,
"pc10.09.a",9,-8,0,2123,2132,3111,66963,0,,,,,,,,,,
"pc10.09.a",10,14,0,2212,2213,2211,71131,0,,,,,,,,,,
"pc10.09.a",11,-1,0,3121,1131,2112,19147,0,,,,,,,,,,
"pc10.09.a",12,0,0,2322,3233,1111,2686,0,,,,,,,,,,
"pc10.09.a",13,-11,0,1233,3212,1213,30957,0,,,,,,,,,,
"pc10.09.a",14,4,0,3233,1221,2212,34292,0,,,,,,,,,,
"pc10.09.a",15,11,0,2212,2112,2312,62283,0,,,,,,,,,,
"pc10.09.a",16,-4,0,2113,1113,3313,7963,0,,,,,,,,,,
"pc10.09.a",17,-14,0,3213,2113,2233,63850,0,,,,,,,,,,
"pc10.09.a",18,1,0,1332,3222,2112,57746,0,,,,,,,,,,
"pc10.09.a",19,0,0,3211,1333,2122,59323,0,,,,,,,,,,
"pc10.09.a",20,-7,0,1313,3132,2332,50703,0,,,,,,,,,,
"pc10.09.a",21,13,0,1332,1312,1322,47622,0,,,,,,,,,,
"pc10.09.a",22,-2,0,1122,3133,2121,13777,0,,,,,,,,,,
"pc10.09.a",23,8,0,3213,3321,3132,84241,0,,,,,,,,,,
"pc10.09.a",24,0,0,1332,3221,2113,57796,0,,,,,,,,,,
"pc10.09.b",1,15,1,3121,3121,3121,85332,0,,,,,,,,,,
"pc10.09.b",2,-1,1,1122,2322,3221,14541,0,,,,,,,,,,
"pc10.09.b",3,14,1,3132,3133,3131,83991,0,,,,,,,,,,
"pc10.09.b",4,-11,1,3111,2211,2322,71585,0,,,,,,,,,,
"pc10.09.b",5,2,0,1311,3113,2212,46573,1,,,,,,,,,,
"pc10.09.b",6,-13,0,2313,2113,3111,63941,0,,,,,,,,,,
"pc10.09.b",7,-8,0,3323,3211,1132,22985,1,,,,,,,,,,
"pc10.09.b",8,7,0,3132,2132,1132,22070,1,,,,,,,,,,
"pc10.09.b",9,0,0,3321,2233,1112,5606,0,,,,,,,,,,
"pc10.09.b",10,-11,0,1332,1211,2132,26634,0,,,,,,,,,,
"pc10.09.b",11,4,0,3332,1313,2321,50603,1,,,,,,,,,,
"pc10.09.b",12,14,0,1133,1132,1131,17796,0,,,,,,,,,,
"pc10.09.b",13,-1,0,1312,3223,2133,48328,0,,,,,,,,,,
"pc10.09.b",14,0,0,3232,1321,2113,51526,1,,,,,,,,,,
"pc10.09.b",15,1,0,3111,1321,2231,52082,1,,,,,,,,,,
"pc10.09.b",16,-4,0,3232,1313,2321,50594,0,,,,,,,,,,
"pc10.09.b",17,-14,0,2121,2321,1331,56343,1,,,,,,,,,,
"pc10.09.b",18,11,0,3311,3211,3111,82576,0,,,,,,,,,,
"pc10.09.b",19,0,0,2123,1232,3311,42520,1,,,,,,,,,,
"pc10.09.b",20,-7,0,1211,1332,1212,25695,1,,,,,,,,,,
"pc10.09.b",21,0,0,3322,2133,1211,27171,0,,,,,,,,,,
"pc10.09.b",22,8,0,3113,3321,3232,83246,0,,,,,,,,,,
"pc10.09.b",23,13,0,1231,1221,1211,25822,0,,,,,,,,,,
"pc10.09.b",24,-2,0,3331,3221,3121,83456,1,,,,,,,,,,
"pc10.09.c",1,15,1,3232,3232,3232,85371,0,,,,,,,,,,
"pc10.09.c",2,-1,1,1333,3112,2222,59711,0,,,,,,,,,,
"pc10.09.c",3,14,1,2233,2231,2232,76182,0,,,,,,,,,,
"pc10.09.c",4,-11,1,2212,3113,3333,72703,0,,,,,,,,,,
"pc10.09.c",5,-8,0,3211,3323,1132,22985,1,,,,,,,,,,
"pc10.09.c",6,-13,0,3213,1231,1323,40029,0,,,,,,,,,,
"pc10.09.c",7,7,0,2132,1132,3132,22070,1,,,,,,,,,,
"pc10.09.c",8,0,0,3232,2313,1121,11632,0,,,,,,,,,,
"pc10.09.c",9,2,0,1311,2212,3113,46573,1,,,,,,,,,,
"pc10.09.c",10,0,0,1321,3232,2113,51526,1,,,,,,,,,,
"pc10.09.c",11,14,0,1113,1111,1112,1,0,,,,,,,,,,
"pc10.09.c",12,-11,0,1323,1133,2232,24047,0,,,,,,,,,,
"pc10.09.c",13,4,0,2321,1313,3332,50603,1,,,,,,,,,,
"pc10.09.c",14,-1,0,2121,2322,2221,64869,0,,,,,,,,,,
"pc10.09.c",15,0,0,3311,1232,2123,42520,1,,,,,,,,,,
"pc10.09.c",16,-14,0,2321,1331,2121,56343,1,,,,,,,,,,
"pc10.09.c",17,11,0,1133,1333,1233,23673,0,,,,,,,,,,
"pc10.09.c",18,1,0,2231,1321,3111,52082,1,,,,,,,,,,
"pc10.09.c",19,-4,0,2222,2212,2332,72171,0,,,,,,,,,,
"pc10.09.c",20,0,0,3212,1323,2131,54963,0,,,,,,,,,,
"pc10.09.c",21,-2,0,3121,3331,3221,83456,1,,,,,,,,,,
"pc10.09.c",22,13,0,2313,2333,2323,79402,0,,,,,,,,,,
"pc10.09.c",23,-7,0,1211,1332,1212,25695,1,,,,,,,,,,
"pc10.09.c",24,8,0,1313,1132,1221,20786,0,,,,,,,,,,
"pc10.10.a",1,15,1,3333,3333,3333,85401,0,,,,,,,,,,
"pc10.10.a",2,-1,1,1322,1111,1232,1086,0,,,,,,,,,,
"pc10.10.a",3,14,1,1313,1311,1312,45610,0,,,,,,,,,,
"pc10.10.a",4,-11,1,3213,3121,1321,52543,0,,,,,,,,,,
"pc10.10.a",5,2,0,1233,3131,2332,45211,0,,,,,,,,,,
"pc10.10.a",6,-8,0,1312,2333,1321,47592,0,,,,,,,,,,
"pc10.10.a",7,0,0,2333,3112,1221,34828,0,,,,,,,,,,
"pc10.10.a",8,7,0,1211,3211,2211,27202,0,,,,,,,,,,
"pc10.10.a",9,-13,0,3213,2131,2223,68349,0,,,,,,,,,,
"pc10.10.a",10,4,0,1121,2132,3113,11111,0,,,,,,,,,,
"pc10.10.a",11,0,0,1231,3112,2323,41180,0,,,,,,,,,,
"pc10.10.a",12,14,0,2232,2231,2233,76182,0,,,,,,,,,,
"pc10.10.a",13,-1,0,2132,1311,3221,46451,0,,,,,,,,,,
"pc10.10.a",14,-11,0,1311,3232,1111,1259,0,,,,,,,,,,
"pc10.10.a",15,1,0,1212,2332,3122,30180,0,,,,,,,,,,
"pc10.10.a",16,11,0,1331,1131,1231,18360,0,,,,,,,,,,
"pc10.10.a",17,-4,0,1221,3221,2121,33965,0,,,,,,,,,,
"pc10.10.a",18,-14,0,2312,2211,3223,71503,0,,,,,,,,,,
"pc10.10.a",19,0,0,1131,2213,3322,19631,0,,,,,,,,,,
"pc10.10.a",20,0,0,2132,3213,1321,51761,0,,,,,,,,,,
"pc10.10.a",21,-7,0,2132,1121,3231,11124,0,,,,,,,,,,
"pc10.10.a",22,8,0,3133,3212,3321,84379,0,,,,,,,,,,
"pc10.10.a",23,-2,0,3221,1213,2222,32132,0,,,,,,,,,,
"pc10.10.a",24,13,0,2312,2322,2332,78843,0,,,,,,,,,,
"pc10.10.b",1,15,1,3113,3113,3113,85377,0,,,,,,,,,,
"pc10.10.b",2,-1,1,3222,2323,1122,14572,0,,,,,,,,,,
"pc10.10.b",3,14,1,3232,3233,3231,85101,0,,,,,,,,,,
"pc10.10.b",4,-11,1,1221,1313,2113,33383,0,,,,,,,,,,
"pc10.10.b",5,-8,0,2223,1123,1323,16160,1,,,,,,,,,,
