"id","trial","type","explain","card1","card2","card3","trialid","memory",,,,,,,,,,
"pb2.05.b",19,1,0,3313,1133,2223,24933,0,,,,,,,,,,
"pb2.05.b",20,8,0,1132,1323,1211,20582,0,,,,,,,,,,
"pb2.05.b",21,-2,0,3111,1212,2333,30203,1,,,,,,,,,,
"pb2.05.b",22,-7,0,2213,2331,2211,71186,0,,,,,,,,,,
"pb2.05.b",23,0,0,3212,2333,1121,11803,1,,,,,,,,,,
"pb2.05.b",24,13,0,2322,2332,2312,78843,1,,,,,,,,,,
"pb2.05.c",1,15,1,3323,3323,3323,85392,0,,,,,,,,,,
"pb2.05.c",2,-1,1,3122,3321,3221,83684,0,,,,,,,,,,
"pb2.05.c",3,14,1,1321,1322,1323,51101,0,,,,,,,,,,
"pb2.05.c",4,-11,1,1312,1313,2333,47533,0,,,,,,,,,,
"pb2.05.c",5,-8,0,2222,2111,3333,61114,1,,,,,,,,,,
"pb2.05.c",6,7,0,1113,2113,3113,7945,0,,,,,,,,,,
"pb2.05.c",7,0,0,2121,3313,1232,42425,1,,,,,,,,,,
"pb2.05.c",8,2,0,2322,1223,3121,39072,0,,,,,,,,,,
"pb2.05.c",9,-13,0,3133,3123,1212,30352,1,,,,,,,,,,
"pb2.05.c",10,0,0,1331,3213,2122,56409,1,,,,,,,,,,
"pb2.05.c",11,14,0,2322,2323,2321,79865,0,,,,,,,,,,
"pb2.05.c",12,-1,0,2131,3211,1322,53366,0,,,,,,,,,,
"pb2.05.c",13,-11,0,2123,2331,1221,34047,1,,,,,,,,,,
"pb2.05.c",14,4,0,3121,2113,1132,21826,0,,,,,,,,,,
"pb2.05.c",15,11,0,3231,3331,3131,84123,1,,,,,,,,,,
"pb2.05.c",16,-4,0,3123,1221,2122,34007,0,,,,,,,,,,
"pb2.05.c",17,-14,0,3332,2111,2133,60903,0,,,,,,,,,,
"pb2.05.c",18,0,0,1212,2131,3323,29496,1,,,,,,,,,,
"pb2.05.c",19,1,0,2311,1231,3121,41022,0,,,,,,,,,,
"pb2.05.c",20,13,0,2322,2332,2312,78843,1,,,,,,,,,,
"pb2.05.c",21,0,0,3212,1121,2333,11803,1,,,,,,,,,,
"pb2.05.c",22,-2,0,3111,1212,2333,30203,1,,,,,,,,,,
"pb2.05.c",23,-7,0,3123,1213,2211,31959,0,,,,,,,,,,
"pb2.05.c",24,8,0,1321,1133,1212,23206,0,,,,,,,,,,
"pb2.06.a",1,15,1,2332,2332,2332,85373,0,,,,,,,,,,
"pb2.06.a",2,-1,1,2311,3223,1131,19889,0,,,,,,,,,,
"pb2.06.a",3,14,1,2322,2321,2323,79865,0,,,,,,,,,,
"pb2.06.a",4,-11,1,3312,3332,2331,81644,0,,,,,,,,,,
"pb2.06.a",5,7,0,1113,3113,2113,7945,0,,,,,,,,,,
"pb2.06.a",6,0,0,2322,1113,3231,8768,0,,,,,,,,,,
"pb2.06.a",7,2,0,1132,3333,2231,22421,0,,,,,,,,,,
"pb2.06.a",8,-13,0,1231,2122,1212,28451,0,,,,,,,,,,
"pb2.06.a",9,-8,0,1233,3113,3323,45330,0,,,,,,,,,,
"pb2.06.a",10,14,0,1131,1133,1132,17796,0,,,,,,,,,,
"pb2.06.a",11,0,0,3123,2311,1232,43040,0,,,,,,,,,,
"pb2.06.a",12,-1,0,1113,3313,2212,8335,0,,,,,,,,,,
"pb2.06.a",13,4,0,3232,1211,2223,27414,0,,,,,,,,,,
"pb2.06.a",14,-11,0,1323,1231,3131,40024,0,,,,,,,,,,
"pb2.06.a",15,-14,0,2311,3121,3111,78427,0,,,,,,,,,,
"pb2.06.a",16,11,0,2112,2212,2312,62283,0,,,,,,,,,,
"pb2.06.a",17,-4,0,1122,1323,1121,9263,0,,,,,,,,,,
"pb2.06.a",18,0,0,2212,1133,3321,24772,0,,,,,,,,,,
"pb2.06.a",19,1,0,2332,3112,1222,37012,0,,,,,,,,,,
"pb2.06.a",20,-7,0,1112,1131,1332,3485,0,,,,,,,,,,
"pb2.06.a",21,0,0,1133,2222,3311,24892,0,,,,,,,,,,
"pb2.06.a",22,8,0,2211,2322,2133,70153,0,,,,,,,,,,
"pb2.06.a",23,13,0,3132,3112,3122,82770,0,,,,,,,,,,
"pb2.06.a",24,-2,0,1121,3123,2112,10823,0,,,,,,,,,,
"pb2.06.b",1,15,1,3222,3222,3222,85362,0,,,,,,,,,,
"pb2.06.b",2,-1,1,2212,1112,3311,5330,0,,,,,,,,,,
"pb2.06.b",3,14,1,1231,1233,1232,39561,0,,,,,,,,,,
"pb2.06.b",4,-11,1,3231,2221,3223,74583,0,,,,,,,,,,
"pb2.06.b",5,-13,0,2332,2221,1212,29732,1,,,,,,,,,,
"pb2.06.b",6,0,0,3232,2313,1121,11632,0,,,,,,,,,,
"pb2.06.b",7,2,0,2323,1121,3222,11722,1,,,,,,,,,,
"pb2.06.b",8,-8,0,1121,3221,1321,10445,0,,,,,,,,,,
"pb2.06.b",9,7,0,1211,3211,2211,27202,0,,,,,,,,,,
"pb2.06.b",10,-1,0,2323,1331,3313,57159,1,,,,,,,,,,
"pb2.06.b",11,0,0,2132,1323,3211,55008,1,,,,,,,,,,
"pb2.06.b",12,14,0,3322,3321,3323,85301,0,,,,,,,,,,
"pb2.06.b",13,-11,0,1232,3311,3132,43477,0,,,,,,,,,,
"pb2.06.b",14,4,0,3131,2112,1123,16449,1,,,,,,,,,,
"pb2.06.b",15,-14,0,2133,2213,1113,8212,1,,,,,,,,,,
"pb2.06.b",16,1,0,1331,3211,2121,56358,1,,,,,,,,,,
"pb2.06.b",17,-4,0,2222,2333,2211,71269,0,,,,,,,,,,
"pb2.06.b",18,0,0,3213,1331,2122,56409,0,,,,,,,,,,
"pb2.06.b",19,11,0,3113,3213,3313,83185,1,,,,,,,,,,
"pb2.06.b",20,0,0,2333,3111,1222,37038,1,,,,,,,,,,
"pb2.06.b",21,-7,0,1122,2331,3122,14592,0,,,,,,,,,,
"pb2.06.b",22,13,0,1112,1132,1122,3318,1,,,,,,,,,,
"pb2.06.b",23,-2,0,1331,1222,1123,15528,0,,,,,,,,,,
"pb2.06.b",24,8,0,2233,2112,2321,62558,0,,,,,,,,,,
"pb2.06.c",1,15,1,3331,3331,3331,85347,0,,,,,,,,,,
"pb2.06.c",2,-1,1,1132,1312,1221,20785,0,,,,,,,,,,
"pb2.06.c",3,14,1,3333,3332,3331,85320,0,,,,,,,,,,
"pb2.06.c",4,-11,1,1322,1133,2232,23990,0,,,,,,,,,,
"pb2.06.c",5,-13,0,2221,2332,1212,29732,1,,,,,,,,,,
"pb2.06.c",6,7,0,3321,1321,2321,52310,0,,,,,,,,,,
"pb2.06.c",7,2,0,1121,3222,2323,11722,1,,,,,,,,,,
"pb2.06.c",8,0,0,3132,1321,2213,51931,0,,,,,,,,,,
"pb2.06.c",9,-8,0,1221,1321,2121,33443,0,,,,,,,,,,
"pb2.06.c",10,14,0,3233,3231,3232,85101,0,,,,,,,,,,
"pb2.06.c",11,-11,0,2231,2331,1113,8512,0,,,,,,,,,,
"pb2.06.c",12,4,0,2112,3131,1123,16449,1,,,,,,,,,,
"pb2.06.c",13,0,0,1323,3211,2132,55008,1,,,,,,,,,,
"pb2.06.c",14,-1,0,2323,3313,1331,57159,1,,,,,,,,,,
"pb2.06.c",15,11,0,3313,3113,3213,83185,1,,,,,,,,,,
"pb2.06.c",16,1,0,3211,2121,1331,56358,1,,,,,,,,,,
"pb2.06.c",17,0,0,1331,2222,3113,56796,0,,,,,,,,,,
"pb2.06.c",18,-14,0,2133,2213,1113,8212,1,,,,,,,,,,
"pb2.06.c",19,-4,0,1232,3112,2122,42455,0,,,,,,,,,,
"pb2.06.c",20,13,0,1132,1112,1122,3318,1,,,,,,,,,,
"pb2.06.c",21,0,0,3111,1222,2333,37038,1,,,,,,,,,,
"pb2.06.c",22,8,0,1112,1233,1321,4229,0,,,,,,,,,,
"pb2.06.c",23,-7,0,1122,1332,1133,12409,0,,,,,,,,,,
"pb2.06.c",24,-2,0,3122,1122,2132,13963,0,,,,,,,,,,
"pb2.07.a",1,15,1,2112,2112,2112,85349,0,,,,,,,,,,
"pb2.07.a",2,-1,1,1232,1211,1222,25890,0,,,,,,,,,,
"pb2.07.a",3,14,1,3223,3222,3221,84866,0,,,,,,,,,,
"pb2.07.a",4,-11,1,3312,2131,2211,68152,0,,,,,,,,,,
"pb2.07.a",5,2,0,2321,1222,3123,36898,0,,,,,,,,,,
"pb2.07.a",6,7,0,2221,1221,3221,34370,0,,,,,,,,,,
"pb2.07.a",7,-8,0,1132,1113,2121,6566,0,,,,,,,,,,
"pb2.07.a",8,-13,0,2221,3132,2111,61055,0,,,,,,,,,,
"pb2.07.a",9,0,0,1333,2112,3221,59176,0,,,,,,,,,,
"pb2.07.a",10,-1,0,1221,1211,1233,25824,0,,,,,,,,,,
"pb2.07.a",11,4,0,1311,3323,2332,47119,0,,,,,,,,,,
"pb2.07.a",12,14,0,3333,3332,3331,85320,0,,,,,,,,,,
"pb2.07.a",13,-11,0,3233,3221,2221,74560,0,,,,,,,,,,
"pb2.07.a",14,0,0,2331,3112,1223,39129,0,,,,,,,,,,
"pb2.07.a",15,1,0,1331,2211,3121,56631,0,,,,,,,,,,
"pb2.07.a",16,0,0,1112,2221,3333,5421,0,,,,,,,,,,
"pb2.07.a",17,11,0,3222,3122,3322,83698,0,,,,,,,,,,
"pb2.07.a",18,-4,0,1113,2111,3312,7859,0,,,,,,,,,,
"pb2.07.a",19,-14,0,1313,2233,1333,49633,0,,,,,,,,,,
"pb2.07.a",20,13,0,2223,2233,2213,73063,0,,,,,,,,,,
"pb2.07.a",21,-7,0,2221,3333,1331,56780,0,,,,,,,,,,
"pb2.07.a",22,0,0,3121,2312,1233,45025,0,,,,,,,,,,
"pb2.07.a",23,8,0,3312,3223,3131,84107,0,,,,,,,,,,
"pb2.07.a",24,-2,0,2322,2112,2222,62409,0,,,,,,,,,,
"pb2.07.b",1,15,1,3133,3133,3133,85395,0,,,,,,,,,,
"pb2.07.b",2,-1,1,1231,1111,1323,1023,0,,,,,,,,,,
"pb2.07.b",3,14,1,2112,2111,2113,60517,0,,,,,,,,,,
"pb2.07.b",4,-11,1,3122,2122,2133,65884,0,,,,,,,,,,
"pb2.07.b",5,0,0,1131,2212,3323,19590,1,,,,,,,,,,
"pb2.07.b",6,-13,0,3113,3222,2132,69851,1,,,,,,,,,,
"pb2.07.b",7,-8,0,1132,2321,2213,22231,0,,,,,,,,,,
"pb2.07.b",8,7,0,2113,3113,1113,7945,0,,,,,,,,,,
"pb2.07.b",9,2,0,1332,2231,3133,58364,1,,,,,,,,,,
"pb2.07.b",10,4,0,1222,3211,2233,36768,1,,,,,,,,,,
"pb2.07.b",11,-11,0,1233,2231,1211,26174,0,,,,,,,,,,
"pb2.07.b",12,-1,0,1232,2131,3331,42573,1,,,,,,,,,,
"pb2.07.b",13,14,0,1123,1122,1121,9245,0,,,,,,,,,,
"pb2.07.b",14,0,0,3131,2222,1313,50300,0,,,,,,,,,,
"pb2.07.b",15,0,0,1112,3221,2333,5876,1,,,,,,,,,,
"pb2.07.b",16,-14,0,3322,2113,2321,63995,1,,,,,,,,,,
"pb2.07.b",17,-4,0,3321,1132,2313,22591,1,,,,,,,,,,
"pb2.07.b",18,11,0,1312,1112,1212,3765,0,,,,,,,,,,
"pb2.07.b",19,1,0,3232,1112,2322,5766,0,,,,,,,,,,
"pb2.07.b",20,-7,0,1322,3212,2223,53707,0,,,,,,,,,,
"pb2.07.b",21,0,0,1232,3311,2123,42520,0,,,,,,,,,,
"pb2.07.b",22,13,0,1311,1331,1321,45733,1,,,,,,,,,,
"pb2.07.b",23,-2,0,1313,2212,3131,50177,0,,,,,,,,,,
"pb2.07.b",24,8,0,3131,3213,3322,84071,1,,,,,,,,,,
"pb2.07.c",1,15,1,3322,3322,3322,85365,0,,,,,,,,,,
"pb2.07.c",2,-1,1,3112,1113,2113,7944,0,,,,,,,,,,
"pb2.07.c",3,14,1,1223,1222,1221,32927,0,,,,,,,,,,
"pb2.07.c",4,-11,1,1331,3323,1321,51268,0,,,,,,,,,,
"pb2.07.c",5,-8,0,2121,2113,3132,63251,0,,,,,,,,,,
"pb2.07.c",6,7,0,1132,2132,3132,22070,0,,,,,,,,,,
"pb2.07.c",7,-13,0,3222,3113,2132,69851,1,,,,,,,,,,
"pb2.07.c",8,0,0,2212,3323,1131,19590,1,,,,,,,,,,
"pb2.07.c",9,2,0,1332,3133,2231,58364,1,,,,,,,,,,
"pb2.07.c",10,4,0,2233,1222,3211,36768,1,,,,,,,,,,
"pb2.07.c",11,0,0,1331,2122,3213,56409,0,,,,,,,,,,
"pb2.07.c",12,-11,0,2121,3221,2313,65178,0,,,,,,,,,,
"pb2.07.c",13,-1,0,2131,3331,1232,42573,1,,,,,,,,,,
"pb2.07.c",14,14,0,2132,2131,2133,68025,0,,,,,,,,,,
"pb2.07.c",15,-4,0,1132,3321,2313,22591,1,,,,,,,,,,
"pb2.07.c",16,1,0,2213,1133,3323,24816,0,,,,,,,,,,
"pb2.07.c",17,11,0,1122,1222,1322,12751,0,,,,,,,,,,
"pb2.07.c",18,0,0,2333,1112,3221,5876,1,,,,,,,,,,
"pb2.07.c",19,-14,0,2321,2113,3322,63995,1,,,,,,,,,,
"pb2.07.c",20,13,0,1311,1331,1321,45733,1,,,,,,,,,,
"pb2.07.c",21,8,0,3213,3322,3131,84071,1,,,,,,,,,,
"pb2.07.c",22,-2,0,2312,1322,3312,53896,0,,,,,,,,,,
"pb2.07.c",23,0,0,2231,1322,3113,53737,0,,,,,,,,,,
"pb2.07.c",24,-7,0,1333,1313,1212,28756,0,,,,,,,,,,
"sa2.01.a",1,15,1,2223,2223,2223,85388,0,,,,,,,,,,
"sa2.01.a",2,-1,1,3331,3321,3313,85288,0,,,,,,,,,,
"sa2.01.a",3,14,1,2312,2311,2313,78181,0,,,,,,,,,,
"sa2.01.a",4,-11,1,1122,1333,3232,13579,0,,,,,,,,,,
"sa2.01.a",5,2,0,2323,3221,1122,14571,0,,,,,,,,,,
"sa2.01.a",6,-13,0,1111,3211,1112,62,0,,,,,,,,,,
"sa2.01.a",7,0,0,1211,2133,3322,27171,0,,,,,,,,,,
"sa2.01.a",8,7,0,2313,1313,3313,50566,0,,,,,,,,,,
"sa2.01.a",9,-8,0,1212,2221,1233,28586,0,,,,,,,,,,
"sa2.01.a",10,4,0,3323,1312,2331,48921,0,,,,,,,,,,
"sa2.01.a",11,14,0,1223,1222,1221,32927,0,,,,,,,,,,
"sa2.01.a",12,0,0,2113,3321,1232,42376,0,,,,,,,,,,
"sa2.01.a",13,-1,0,2113,1223,3331,38283,0,,,,,,,,,,
"sa2.01.a",14,-11,0,2111,1133,2131,24255,0,,,,,,,,,,
"sa2.01.a",15,-4,0,3213,2213,1113,8368,0,,,,,,,,,,
"sa2.01.a",16,0,0,1122,3231,2313,14481,0,,,,,,,,,,
"sa2.01.a",17,1,0,3312,1122,2232,14347,0,,,,,,,,,,
"sa2.01.a",18,11,0,3112,3312,3212,82893,0,,,,,,,,,,
"sa2.01.a",19,-14,0,3132,2323,3131,81051,0,,,,,,,,,,
"sa2.01.a",20,0,0,3122,2211,1333,59548,0,,,,,,,,,,
"sa2.01.a",21,13,0,3113,3133,3123,83068,0,,,,,,,,,,
"sa2.01.a",22,-7,0,3111,3131,3332,82529,0,,,,,,,,,,
"sa2.01.a",23,-2,0,1321,1322,1313,49331,0,,,,,,,,,,
"sa2.01.a",24,8,0,3222,3133,3311,84418,0,,,,,,,,,,
"sa2.01.b",1,15,1,2332,2332,2332,85373,0,,,,,,,,,,
"sa2.01.b",2,-1,1,2113,1223,3332,38284,0,,,,,,,,,,
"sa2.01.b",3,14,1,2233,2232,2231,76182,0,,,,,,,,,,
"sa2.01.b",4,-11,1,2133,2113,1112,4921,0,,,,,,,,,,
"sa2.01.b",5,2,0,3121,2222,1323,55257,0,,,,,,,,,,
"sa2.01.b",6,0,0,2331,1212,3123,30153,1,,,,,,,,,,
"sa2.01.b",7,-13,0,2233,2311,3223,77573,0,,,,,,,,,,
"sa2.01.b",8,-8,0,1121,3131,1111,214,0,,,,,,,,,,
"sa2.01.b",9,7,0,3111,1111,2111,1756,1,,,,,,,,,,
"sa2.01.b",10,-1,0,3132,3222,3311,84265,1,,,,,,,,,,
"sa2.01.b",11,-11,0,3133,1231,3311,41479,0,,,,,,,,,,
"sa2.01.b",12,4,0,3221,2232,1213,32246,0,,,,,,,,,,
"sa2.01.b",13,14,0,2121,2122,2123,64496,1,,,,,,,,,,
"sa2.01.b",14,0,0,3231,2113,1322,53178,1,,,,,,,,,,
"sa2.01.b",15,11,0,1113,1213,1313,6838,0,,,,,,,,,,
"sa2.01.b",16,-4,0,1211,2333,3322,27810,0,,,,,,,,,,
"sa2.01.b",17,1,0,2111,1221,3331,33824,1,,,,,,,,,,
"sa2.01.b",18,0,0,2111,1233,3322,44227,0,,,,,,,,,,
"sa2.01.b",19,-14,0,3131,2323,2332,80862,1,,,,,,,,,,
"sa2.01.b",20,-2,0,2321,1321,3311,52307,1,,,,,,,,,,
"sa2.01.b",21,13,0,3212,3232,3222,84672,1,,,,,,,,,,
"sa2.01.b",22,0,0,3113,2322,1231,41151,1,,,,,,,,,,
"sa2.01.b",23,8,0,2323,2211,2132,69164,0,,,,,,,,,,
"sa2.01.b",24,-7,0,3311,2221,1222,36587,0,,,,,,,,,,
"sa2.01.c",1,15,1,2113,2113,2113,85376,0,,,,,,,,,,
"sa2.01.c",2,-1,1,3133,3123,3112,82792,0,,,,,,,,,,
"sa2.01.c",3,14,1,3231,3233,3232,85101,0,,,,,,,,,,
"sa2.01.c",4,-11,1,3311,3313,2321,80326,0,,,,,,,,,,
"sa2.01.c",5,2,0,2332,1131,3233,20109,0,,,,,,,,,,
"sa2.01.c",6,7,0,1111,3111,2111,1756,1,,,,,,,,,,
"sa2.01.c",7,0,0,1212,2331,3123,30153,1,,,,,,,,,,
"sa2.01.c",8,-13,0,2133,1333,1332,57609,0,,,,,,,,,,
"sa2.01.c",9,-8,0,2323,3132,2211,71622,0,,,,,,,,,,
"sa2.01.c",10,-1,0,3311,3222,3132,84265,1,,,,,,,,,,
"sa2.01.c",11,14,0,2121,2122,2123,64496,1,,,,,,,,,,
"sa2.01.c",12,0,0,2113,1322,3231,53178,1,,,,,,,,,,
"sa2.01.c",13,4,0,1323,2312,3331,55497,0,,,,,,,,,,
"sa2.01.c",14,-11,0,2311,1223,2123,38397,0,,,,,,,,,,
"sa2.01.c",15,0,0,2232,3321,1113,8573,0,,,,,,,,,,
"sa2.01.c",16,-14,0,3131,2332,2323,80862,1,,,,,,,,,,
"sa2.01.c",17,-4,0,1331,1111,1121,178,0,,,,,,,,,,
"sa2.01.c",18,11,0,2333,2133,2233,70473,0,,,,,,,,,,
"sa2.01.c",19,1,0,2111,3331,1221,33824,1,,,,,,,,,,
"sa2.01.c",20,-7,0,3131,1233,2223,44848,0,,,,,,,,,,
"sa2.01.c",21,13,0,3232,3222,3212,84672,1,,,,,,,,,,
"sa2.01.c",22,8,0,3211,3122,3333,83644,0,,,,,,,,,,
"sa2.01.c",23,0,0,1231,3113,2322,41151,1,,,,,,,,,,
"sa2.01.c",24,-2,0,1321,2321,3311,52307,1,,,,,,,,,,
"sa2.02.a",1,15,1,2223,2223,2223,85388,0,,,,,,,,,,
"sa2.02.a",2,-1,1,3122,1331,2212,56675,0,,,,,,,,,,
"sa2.02.a",3,14,1,2332,2331,2333,81261,0,,,,,,,,,,
"sa2.02.a",4,-11,1,3232,2113,2312,63924,0,,,,,,,,,,
"sa2.02.a",5,2,0,2321,1122,3223,14512,0,,,,,,,,,,
"sa2.02.a",6,7,0,2312,3312,1312,48762,0,,,,,,,,,,
"sa2.02.a",7,0,0,3211,1132,2323,22672,0,,,,,,,,,,
"sa2.02.a",8,-8,0,2221,3222,3223,74570,0,,,,,,,,,,
"sa2.02.a",9,-13,0,2121,3233,2213,64850,0,,,,,,,,,,
"sa2.02.a",10,4,0,3331,1323,2312,55497,0,,,,,,,,,,
"sa2.02.a",11,-1,0,1111,3333,2223,2419,0,,,,,,,,,,
"sa2.02.a",12,-11,0,3211,2321,2122,66383,0,,,,,,,,,,
"sa2.02.a",13,14,0,2113,2111,2112,60517,0,,,,,,,,,,
"sa2.02.a",14,0,0,1123,3331,2212,16890,0,,,,,,,,,,
"sa2.02.a",15,-4,0,3121,3323,3122,83315,0,,,,,,,,,,
"sa2.02.a",16,1,0,1222,3312,2132,36373,0,,,,,,,,,,
"sa2.02.a",17,-14,0,3233,2311,2212,72375,0,,,,,,,,,,
"sa2.02.a",18,0,0,3333,2212,1121,11267,0,,,,,,,,,,
"sa2.02.a",19,11,0,3322,3222,3122,83698,0,,,,,,,,,,
"sa2.02.a",20,-7,0,2312,2321,2222,74847,0,,,,,,,,,,
"sa2.02.a",21,13,0,1212,1222,1232,28305,0,,,,,,,,,,
"sa2.02.a",22,0,0,2311,3223,1132,22517,0,,,,,,,,,,
"sa2.02.a",23,-2,0,3111,1123,2112,16443,0,,,,,,,,,,
"sa2.02.a",24,8,0,2313,2221,2132,69287,0,,,,,,,,,,
"sa2.02.b",1,15,1,1331,1331,1331,85345,0,,,,,,,,,,
"sa2.02.b",2,-1,1,3111,1321,2232,52119,0,,,,,,,,,,
"sa2.02.b",3,14,1,2323,2321,2322,79865,0,,,,,,,,,,
"sa2.02.b",4,-11,1,2231,2111,3313,61185,0,,,,,,,,,,
"sa2.02.b",5,7,0,1322,3322,2322,53995,0,,,,,,,,,,
"sa2.02.b",6,-8,0,2123,1122,1121,9272,0,,,,,,,,,,
"sa2.02.b",7,0,0,3313,1222,2131,36328,1,,,,,,,,,,
"sa2.02.b",8,2,0,3322,2123,1221,34072,0,,,,,,,,,,
"sa2.02.b",9,-13,0,2331,2313,1221,34647,1,,,,,,,,,,
"sa2.02.b",10,14,0,1112,1113,1111,1,1,,,,,,,,,,
"sa2.02.b",11,0,0,2221,3132,1313,50261,1,,,,,,,,,,
"sa2.02.b",12,4,0,3322,1333,2311,59917,0,,,,,,,,,,
"sa2.02.b",13,-11,0,2221,3312,2122,66069,0,,,,,,,,,,
"sa2.02.b",14,-1,0,2112,3213,1313,49759,1,,,,,,,,,,
"sa2.02.b",15,1,0,3332,1222,2112,36088,1,,,,,,,,,,
"sa2.02.b",16,-14,0,1223,3113,1113,7075,0,,,,,,,,,,
"sa2.02.b",17,11,0,3221,3121,3321,83453,0,,,,,,,,,,
"sa2.02.b",18,-4,0,2221,2122,2223,66037,0,,,,,,,,,,
"sa2.02.b",19,0,0,1211,2132,3323,27127,1,,,,,,,,,,
"sa2.02.b",20,13,0,3321,3331,3311,85252,1,,,,,,,,,,
"sa2.02.b",21,-7,0,3121,1313,2123,49949,1,,,,,,,,,,
"sa2.02.b",22,8,0,1131,1222,1313,18225,0,,,,,,,,,,
"sa2.02.b",23,-2,0,2332,3222,1132,22733,1,,,,,,,,,,
"sa2.02.b",24,0,0,1113,2222,3331,8462,0,,,,,,,,,,
"sa2.02.c",1,15,1,3222,3222,3222,85362,0,,,,,,,,,,
"sa2.02.c",2,-1,1,3223,2321,1123,17287,0,,,,,,,,,,
"sa2.02.c",3,14,1,2231,2232,2233,76182,0,,,,,,,,,,
"sa2.02.c",4,-11,1,1332,3212,3111,58744,0,,,,,,,,,,
"sa2.02.c",5,0,0,1222,2131,3313,36328,1,,,,,,,,,,
"sa2.02.c",6,-8,0,2211,1131,2321,19518,0,,,,,,,,,,
"sa2.02.c",7,2,0,3211,2112,1313,49757,0,,,,,,,,,,
"sa2.02.c",8,7,0,1323,3323,2323,55622,0,,,,,,,,,,
"sa2.02.c",9,-13,0,2331,2313,1221,34647,1,,,,,,,,,,
"sa2.02.c",10,0,0,1313,2221,3132,50261,1,,,,,,,,,,
"sa2.02.c",11,14,0,1113,1112,1111,1,1,,,,,,,,,,
"sa2.02.c",12,-1,0,1313,2112,3213,49759,1,,,,,,,,,,
"sa2.02.c",13,4,0,2211,1223,3232,38604,0,,,,,,,,,,
"sa2.02.c",14,-11,0,3321,1111,1222,944,0,,,,,,,,,,
"sa2.02.c",15,-14,0,3131,2213,3212,73634,0,,,,,,,,,,
"sa2.02.c",16,0,0,1211,3323,2132,27127,1,,,,,,,,,,
"sa2.02.c",17,1,0,1222,2112,3332,36088,1,,,,,,,,,,
"sa2.02.c",18,-4,0,3312,2123,1131,19361,0,,,,,,,,,,
"sa2.02.c",19,11,0,2113,2213,2313,63601,0,,,,,,,,,,
"sa2.02.c",20,13,0,3331,3311,3321,85252,1,,,,,,,,,,
"sa2.02.c",21,8,0,3331,3223,3112,82952,0,,,,,,,,,,
"sa2.02.c",22,0,0,1322,2133,3211,53457,0,,,,,,,,,,
"sa2.02.c",23,-2,0,3222,2332,1132,22733,1,,,,,,,,,,
"sa2.02.c",24,-7,0,2123,3121,1313,49949,1,,,,,,,,,,
"sa2.03.a",1,15,1,2122,2122,2122,85358,0,,,,,,,,,,
"sa2.03.a",2,-1,1,2121,1213,3333,31701,0,,,,,,,,,,
"sa2.03.a",3,14,1,3322,3321,3323,85301,0,,,,,,,,,,
"sa2.03.a",4,-11,1,1322,1231,3131,39967,0,,,,,,,,,,
"sa2.03.a",5,-13,0,2221,1321,1222,35663,0,,,,,,,,,,
"sa2.03.a",6,0,0,2221,1332,3113,58241,0,,,,,,,,,,
"sa2.03.a",7,7,0,2133,1133,3133,24672,0,,,,,,,,,,
"sa2.03.a",8,-8,0,3223,1333,3113,60228,0,,,,,,,,,,
"sa2.03.a",9,2,0,1232,3131,2333,43285,0,,,,,,,,,,
"sa2.03.a",10,0,0,3121,1233,2312,45025,0,,,,,,,,,,
"sa2.03.a",11,4,0,3312,2323,1331,57158,0,,,,,,,,,,
"sa2.03.a",12,14,0,2311,2313,2312,78181,0,,,,,,,,,,
"sa2.03.a",13,-1,0,3213,1333,2122,59325,0,,,,,,,,,,
"sa2.03.a",14,-11,0,3131,3222,2322,80622,0,,,,,,,,,,
"sa2.03.a",15,-14,0,1211,3323,3212,28042,0,,,,,,,,,,
"sa2.03.a",16,11,0,2111,2211,2311,60913,0,,,,,,,,,,
"sa2.03.a",17,-4,0,3231,1313,2322,50624,0,,,,,,,,,,
"sa2.03.a",18,1,0,1233,2113,3323,44331,0,,,,,,,,,,
"sa2.03.a",19,0,0,1131,2223,3312,19748,0,,,,,,,,,,
"sa2.03.a",20,-7,0,1123,2121,3333,16570,0,,,,,,,,,,
"sa2.03.a",21,13,0,2312,2322,2332,78843,0,,,,,,,,,,
"sa2.03.a",22,8,0,1213,1331,1122,12618,0,,,,,,,,,,
"sa2.03.a",23,-2,0,1311,1123,1212,15318,0,,,,,,,,,,
"sa2.03.a",24,0,0,1222,3133,2311,36802,0,,,,,,,,,,
"sa2.03.b",1,15,1,1313,1313,1313,85381,0,,,,,,,,,,
"sa2.03.b",2,-1,1,1112,2113,3113,4942,0,,,,,,,,,,
"sa2.03.b",3,14,1,1233,1231,1232,39561,0,,,,,,,,,,
"sa2.03.b",4,-11,1,2313,3222,3113,79575,0,,,,,,,,,,
"sa2.03.b",5,2,0,3311,2113,1212,29297,1,,,,,,,,,,
"sa2.03.b",6,7,0,2322,3322,1322,53995,1,,,,,,,,,,
"sa2.03.b",7,-8,0,1212,3221,3233,30480,0,,,,,,,,,,
"sa2.03.b",8,0,0,3232,1113,2321,8738,1,,,,,,,,,,
"sa2.03.b",9,-13,0,3131,3233,2131,68906,0,,,,,,,,,,
"sa2.03.b",10,-11,0,2312,3111,3221,78997,1,,,,,,,,,,
"sa2.03.b",11,4,0,3132,2121,1113,8000,0,,,,,,,,,,
"sa2.03.b",12,-1,0,3113,2111,1113,7842,0,,,,,,,,,,
